sequence,method,from,serializationWaitMs,estimateGasMs,nonceMs,encodeMs,signMs,submitToHashMs,submitAttempts,submitTimeouts,submitAssumedHash,submitAcceptedByError,lastSubmitError,hashToReceiptMs,receiptPolls,lastReceiptPollError,receiptTotalMs,lockHeldMs,totalMs,gasMode,gasEstimate,gasLimit,gasUsed,nonce,blockNumber,transactionIndex,transactionHash,status,error
12642,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0022999942302703857,0,0.0014000236988067627,0.17960000038146973,0.5501999855041504,2.003299981355667,1,0,,,,39.03999999165535,4,,41.04899999499321,2.8113000094890594,41.79140001535416,fixed,,800000,221191,265305,6054167,0,0x6ef6b283b2dfc9f8aaecc8a54700b8bb1e57faa5033f7538a80df54740318777,true,
12643,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.002200007438659668,0,0.0012999773025512695,0.19620001316070557,0.43160000443458557,2.671099990606308,1,0,,,,38.27350002527237,4,,40.94910001754761,3.3745999932289124,41.588500022888184,fixed,,800000,221179,6003,6054170,0,0x560f588485e925ea3314d97cf65d828abd16a3e09a1a6a4402e99f5ce7a1efd0,true,
12644,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0018000006675720215,0,0.0010999739170074463,0.17809998989105225,0.41189998388290405,1.7603999972343445,1,0,,,,50.50309997797012,4,,52.26869997382164,2.4292000234127045,52.870100021362305,fixed,,800000,221215,5814,6054177,0,0x7664c6eac49351398f7783f730f38655bcafc9080136b4cec19855949bfafcf2,true,
12645,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0027000010013580322,0,0.0011999905109405518,0.17559999227523804,0.7208999991416931,1.836300015449524,1,0,,,,84.28650000691414,7,,86.12729999423027,2.8183999955654144,87.03720000386238,fixed,,800000,221203,5727,6054181,0,0xd9a5981d129e05668104c7080d456e19ec95fca5fb48a54463a09aceeb0618f2,true,
12646,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0021999776363372803,0,0.001100003719329834,0.17559999227523804,0.4133000075817108,1.712799996137619,1,0,,,,34.93869999051094,3,,36.65639999508858,2.3794000148773193,37.25649997591972,fixed,,800000,221191,265306,6054185,0,0xfbf41ac7257ff84f1ac9f578cb91a5595ae19b16860cb7f6790d3c6ca09f1060,true,
12647,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0020000040531158447,0,0.0013000071048736572,0.18279999494552612,0.4155000150203705,2.340700000524521,1,0,,,,40.879700005054474,4,,43.225499987602234,3.025099992752075,43.83550000190735,fixed,,800000,221203,6004,6054186,0,0x48c504615834c67fbdfea804daa86ffb78ffc415435da23fdfbe73bc738c70e6,true,
12648,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.004999995231628418,0,0.0015999972820281982,0.16100001335144043,0.4309999942779541,2.7583999931812286,1,0,,,,36.3783999979496,4,,39.14179998636246,3.4742999970912933,39.75110000371933,fixed,,800000,76354,5815,6054193,0,0x55770030d2baafaa565873bb91832723067c8049781f3a44a8cce4c756aa6174,true,
12649,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0020999908447265625,0,0.001100003719329834,0.4659999907016754,0.49549999833106995,1.8388999998569489,1,0,,,,73.64710000157356,6,,75.49009999632835,2.872099995613098,76.46299999952316,fixed,,800000,221191,5728,6054194,0,0xeff400aa03d3e8dfa3a90d182a531af3c8e8ba7efc30157372abcc6c38052029,true,
12650,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.001999974250793457,0,0.0011999905109405518,0.17329999804496765,0.4104999899864197,1.9318999946117401,1,0,,,,45.366200000047684,4,,47.304899990558624,2.598600000143051,47.899099975824356,fixed,,800000,221215,265307,6054199,0,0x692844544e1cc39f4e95e9cf95a422454573a764ce7a34808d7e68c87f40bea8,true,
12651,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0022999942302703857,0,0.0011999905109405518,0.180899977684021,0.409199982881546,2.04229998588562,1,0,,,,32.22679999470711,3,,34.273900002241135,2.708400011062622,34.87709999084473,fixed,,800000,221215,6005,6054205,0,0x047cea6bfb5dc622ee9b096617c6efddf141e31b0e30ffe1ed210c5db7e6f5d8,true,
12652,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0020999908447265625,0,0.0012000203132629395,0.18240001797676086,0.4255000054836273,3.044299989938736,1,0,,,,35.739000022411346,3,,38.78780001401901,3.7326000034809113,39.40639999508858,fixed,,800000,221179,5816,6054207,0,0xf6abc529b8cdfc2165d0dbd6c601c27571a8bdbec1b59284c56bc6a01c27db52,true,
12653,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.00210002064704895,0,0.0009999871253967285,0.1746000051498413,0.4261000156402588,2.3180999755859375,1,0,,,,56.48030000925064,5,,58.80390000343323,3.010699987411499,59.415700018405914,fixed,,800000,221203,5729,6054210,0,0x7fa3768665d19da580ffca96150b6ed25bbb2e3e49dedab120410a3bf5c698bb,true,
12654,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0018000006675720215,0,0.0011999905109405518,0.17590001225471497,0.4130000174045563,2.0730000138282776,1,0,,,,32.6458999812603,3,,34.72429999709129,2.7423000037670135,35.32480001449585,fixed,,800000,221215,265308,6054214,0,0xc7b6559863b76f7db397df9e8f7f6266a51201c9c07546509a3eceb3f4a35fa5,true,
12655,putCertificateAndDomainRoot,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0042999982833862305,0,0.001399993896484375,0.14430001378059387,0.4117000102996826,1.8792999982833862,1,0,,,,68.74330002069473,6,,70.62780001759529,2.513900011777878,71.19910001754761,fixed,,800000,76354,6006,6054224,0,0x6affeec6eaa3f0271b10c782043530900de100e12ad0cb7a5d2f7afb814699a2,true,
12656,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0020999908447265625,0,0.001100003719329834,0.1881999969482422,0.43380001187324524,1.4949999749660492,1,0,,,,28.876599997282028,3,,30.37610000371933,2.1763000190258026,31.009399980306625,fixed,,800000,221203,5817,6054226,0,0x661a621168c8f7c0c4f5497e50d5af23adda1f7d1eaddf3fdec83c33c5f1f6a1,true,
12657,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0015999972820281982,0,0.0009999871253967285,0.1818000078201294,0.43379998207092285,1.8646999895572662,1,0,,,,68.22189998626709,5,,70.09149998426437,2.5609999895095825,70.71799999475479,fixed,,800000,221215,5730,6054231,0,0xa926142b9da21b06ff465807a3acebd5442f5d18cd0e088ae8dcbda027ba5a5e,true,
12658,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0022999942302703857,0,0.0011999905109405518,0.177700012922287,0.4048999845981598,2.084300011396408,1,0,,,,40.45770001411438,4,,42.54680001735687,2.741699993610382,43.14129999279976,fixed,,800000,221191,265309,6054233,0,0x9c6fa9584f2016b630ef08a56f2c95f4808a8a87f7e7fc7d63881b985e5938a4,true,
12659,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0021999776363372803,0,0.0011999905109405518,0.18479999899864197,0.42010000348091125,2.368499994277954,1,0,,,,24.768999993801117,3,,27.142300009727478,3.0532000064849854,27.75849997997284,fixed,,800000,221203,6007,6054235,0,0x1d0d03702b89617ad6761adbe2869693e10583695ccc6f14df3645855e295ce5,true,
12660,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0015000104904174805,0,0.0009000003337860107,0.18150001764297485,0.43380001187324524,1.9287000000476837,1,0,,,,37.021699994802475,3,,38.95539999008179,2.6211000084877014,39.58059999346733,fixed,,800000,221215,5818,6054240,0,0x5082078cdd0648ac4231e2f3ba8862a42d4ed0f0b8cfddcde66f6852f3237e2a,true,
12661,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0022999942302703857,0,0.0013000071048736572,0.1784999966621399,0.40959998965263367,2.2674999833106995,1,0,,,,36.40529999136925,3,,38.67739999294281,2.9379000067710876,39.27759999036789,fixed,,800000,221191,5731,6054245,0,0x59fef84099f3c6d6f8f9db296505534d216ca6b9273f9e0d4736be02bb10b376,true,
12662,putCertificateAndDomainRoot,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0054000020027160645,0,0.0015000104904174805,0.1656000018119812,0.41530001163482666,1.8674000203609467,1,0,,,,81.44580000638962,6,,83.31840002536774,2.539900004863739,83.91629999876022,fixed,,800000,76354,265310,6054255,0,0x5a7a3e8ade679bfa967eb78a5fcec91ce7c89b8562308a38da9bcd105d0bf475,true,
12663,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0022999942302703857,0,0.001100003719329834,0.18520000576972961,0.4212999939918518,1.8709999918937683,1,0,,,,43.88949999213219,4,,45.766000002622604,2.5699999928474426,46.383299976587296,fixed,,800000,221215,6008,6054257,0,0xf1811d02713fa40978fd52ed1eb58726bcadd825ec130ee2d38c7dd69dbf9f3e,true,
12664,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0022999942302703857,0,0.0014000236988067627,0.188400000333786,0.43060001730918884,1.9079999923706055,1,0,,,,34.91310000419617,3,,36.82539999485016,2.602600008249283,37.45669999718666,fixed,,800000,221191,5819,6054261,0,0x69054e8291c0b03a9b3709f2e679b5fd5a1f633489b6b929e0f16bae3f41bbf7,true,
12665,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.00279998779296875,0,0.0011999905109405518,0.18560001254081726,0.5284999907016754,2.469300001859665,1,0,,,,71.21779999136925,6,,73.69170001149178,3.260899990797043,74.41899999976158,fixed,,800000,221191,5732,6054264,0,0x7853a2f0b6b3d195aad78e0d6c7faa656eb713ceebdae495d00b60f4a218741a,true,
12666,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0020000040531158447,0,0.0013000071048736572,0.1931999921798706,0.43460002541542053,1.9852000176906586,1,0,,,,53.52180001139641,4,,55.51219999790192,2.691300004720688,56.15279999375343,fixed,,800000,221215,265311,6054268,0,0x034e65326662c33c64b8aed8e98d890cc9863579615f9d7213b9e749eeb2d34a,true,
12667,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.002200007438659668,0,0.0009000003337860107,0.20419999957084656,0.4846000075340271,1.821800023317337,1,0,,,,66.0746000111103,5,,67.9011000096798,2.5875000059604645,68.60100001096725,fixed,,800000,221203,6009,6054272,0,0x1e58797e187e72073eaa8de397434e9050451f22acaabf4d2515acad4b4fca32,true,
12668,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.003899991512298584,0,0.0006999969482421875,0.1543000042438507,0.39660000801086426,2.410600006580353,1,0,,,,36.91539999842644,3,,39.33129999041557,3.165800005197525,39.892799973487854,fixed,,800000,76342,5820,6054277,0,0xa93c6742e30145277ac2750668783b913c03276b74aadc39ebe24ba61858c636,true,
12669,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0018000006675720215,0,0.0003999769687652588,0.1819000244140625,0.40290001034736633,1.649399995803833,1,0,,,,28.0658999979496,3,,29.719199985265732,2.294600009918213,30.312200009822845,fixed,,800000,221179,5733,6054279,0,0x187a4aee3fcbb9ba5c9f81ed34a602bb2522939062caeca09a0ecaac8eecf48a,true,
12670,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0027000010013580322,0,0.0006999969482421875,0.17669999599456787,0.4165000021457672,2.005499988794327,1,0,,,,50.08460000157356,4,,52.09520000219345,2.6751999855041504,52.6972000002861,fixed,,800000,221203,265312,6054282,0,0x24549da2140c89400fdcadf917ae74caf17242df793c1ee95f0e19e63bc770df,true,
12671,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0022999942302703857,0,0.0006000101566314697,0.18530002236366272,0.4300000071525574,2.0195000171661377,1,0,,,,38.64849999547005,4,,40.6739000082016,2.7053000032901764,41.299199998378754,fixed,,800000,221203,6010,6054285,0,0xe82490ad5ac9a5a2271da5b915f377b3e9014e75aabb80bb776a1a33c7ba5044,true,
12672,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0020000040531158447,0,0.0006000101566314697,0.18869999051094055,0.4300999939441681,1.9424000084400177,1,0,,,,34.508199989795685,3,,36.455700010061264,2.6362999975681305,37.08320000767708,fixed,,800000,221203,5821,6054289,0,0x54b4a35ebaa4a8a36d2c81a919f41290214484793897f519478fc78d81641d60,true,
12673,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0027000010013580322,0,0.000599980354309082,0.22380000352859497,0.41290000081062317,2.1780999898910522,1,0,,,,54.09560000896454,5,,56.278900027275085,2.8978999853134155,56.92559999227524,fixed,,800000,221191,5734,6054292,0,0x3cd732b4f35f0dff2cf0ce1c1e9af0c318c4b9d883e250cb9f9740eb149e9ff7,true,
12674,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0018999874591827393,0,0.0004999935626983643,0.1761000156402588,0.4092999994754791,1.8086000084877014,1,0,,,,34.92090001702309,3,,36.73440000414848,2.470200002193451,37.32809999585152,fixed,,800000,221215,265313,6054297,0,0xcdd0aace6bbba384313405bd31714bfc91fcf054ebdf28f6fc61770b5b0a0bb1,true,
12675,putCertificateAndDomainRoot,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0055999755859375,0,0.0009999871253967285,0.17430001497268677,0.41600000858306885,1.8490999937057495,1,0,,,,43.08889999985695,4,,44.94309997558594,2.519300013780594,45.54719999432564,fixed,,800000,76330,6011,6054305,0,0xa53be6ab25b12e66fdb58602d5c7da2055346a204ab70ee966e6f004b3c8e046,true,
12676,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.001900017261505127,0,0.0004999935626983643,0.18250000476837158,0.4097000062465668,1.567300021648407,1,0,,,,28.57760000228882,3,,30.14989998936653,2.219099998474121,30.750299990177155,fixed,,800000,221215,5822,6054307,0,0x306019fea0978fc811ac8300ece5ff266f284bd70057ab1bd281dfcf36ac43df,true,
12677,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.001999974250793457,0,0.0006000101566314697,0.17980000376701355,0.41009998321533203,1.8391000032424927,1,0,,,,34.843199998140335,3,,36.68780001997948,2.50450000166893,37.28589999675751,fixed,,800000,221203,5735,6054311,0,0xb014efe27d2edeb0707486391e123eb182d06d5160f982ae955343f94437f79c,true,
12678,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.00279998779296875,0,0.0006999969482421875,0.20360001921653748,0.42399999499320984,2.622299998998642,1,0,,,,37.78209999203682,4,,40.40990000963211,3.3438000082969666,41.047600001096725,fixed,,800000,221215,265314,6054314,0,0x4d18706587aefefc94544e6af1655d0328f70fb6306f6099038a64c8bf6e0200,true,
12679,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0021999776363372803,0,0.0004000067710876465,0.17680001258850098,0.4104999899864197,4.064599990844727,1,0,,,,38.04660001397133,3,,42.11640000343323,4.728200018405914,42.71299999952316,fixed,,800000,221203,6012,6054316,0,0x29dc0554548fd22fd5c966a463292b1b7b916262ea20fe2c04f0fc76c11cf048,true,
12680,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0018000006675720215,0,0.0006000101566314697,0.18079999089241028,0.41190001368522644,2.053299993276596,1,0,,,,44.845599979162216,4,,46.90419998764992,2.73199999332428,47.50609999895096,fixed,,800000,221203,5823,6054321,0,0xad2801e3c9bba0d8a76c75567a82bd2a5b4ad44a6656845c9c376e8291850a48,true,
12681,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0018000006675720215,0,0.0004999935626983643,0.19299998879432678,0.4301999807357788,2.3210999965667725,1,0,,,,45.506500005722046,4,,47.83329999446869,3.0329999923706055,48.46430000662804,fixed,,800000,221215,5736,6054325,0,0x693087287f389492d1acac84125cfcdcb6965734e3cb93fed3bb38c333db799f,true,
12682,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0028999745845794678,0,0.0004999935626983643,0.1763000190258026,0.41780000925064087,1.7615000009536743,1,0,,,,103.81439998745918,8,,105.58149999380112,2.43299999833107,106.18469998240471,fixed,,800000,221203,265315,6054328,0,0xdeb2caa6b106e31344972f0095bb4739f3cbddb216c04056d851e2ac7ee52303,true,
12683,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0022999942302703857,0,0.0004000067710876465,0.1762000024318695,0.41589999198913574,2.007299989461899,1,0,,,,40.02750000357628,4,,42.04039999842644,2.6819000244140625,42.6414999961853,fixed,,800000,221215,6013,6054331,0,0xb15b6fb0e03a330563d2cb06606b58bd153118a938cfc1f15912d5f6a49095a0,true,
12684,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.004799991846084595,0,0.0009000003337860107,0.14319998025894165,0.39739999175071716,1.7970000207424164,1,0,,,,26.490799993276596,3,,28.291999995708466,2.409199982881546,28.844300001859665,fixed,,800000,76342,5824,6054337,0,0x52dd5f223c6beb0e63ae4633c1b306f9f3a092030f1b751102a941aff06d1644,true,
12685,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.001900017261505127,0,0.0004000067710876465,0.18380001187324524,0.4284999966621399,1.890199989080429,1,0,,,,38.12200000882149,4,,40.017199993133545,2.575199991464615,40.63719999790192,fixed,,800000,221191,5737,6054340,0,0x5d81e10b2c733272d5e844f6b9b67ebe4e88ab1bf6561f130b7da4bed7e3aa07,true,
12686,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.002499997615814209,0,0.0006000101566314697,0.18469998240470886,0.41920000314712524,1.7385999858379364,1,0,,,,24.38050001859665,3,,26.125200003385544,2.428399980068207,26.737899988889694,fixed,,800000,221215,265316,6054344,0,0xe2eba685b5e5c37aa5ee2370d77381ffea0be6ddd3c948f9675909683afae50b,true,
12687,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0018999874591827393,0,0.000599980354309082,0.17430001497268677,0.4253000020980835,2.8082000017166138,1,0,,,,80.78319999575615,6,,83.59629997611046,3.4843000173568726,84.20409998297691,fixed,,800000,221215,6014,6054348,0,0xc650af79cb6ffa8155e09426fb6687e25bdc8a02711bbadc6cf32ef676751b3a,true,
12688,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0022999942302703857,0,0.0004999935626983643,0.18520000576972961,0.4230000078678131,4.142300009727478,1,0,,,,54.656800001859665,4,,58.82359999418259,4.961400002241135,59.44080001115799,fixed,,800000,221203,5825,6054350,0,0x14a77961955d23e92987b2c616c0253caf6cf7ca8fe5b5335132b06fa4e2ea3f,true,
12689,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.00279998779296875,0,0.0004999935626983643,0.18250000476837158,0.421099990606308,1.6897999942302704,1,0,,,,54.39340001344681,5,,56.12380000948906,2.405699998140335,56.73879998922348,fixed,,800000,221191,5738,6054354,0,0xeca87ee329c6bc495a1389c8c016b4b66eaea42cd4ba61908e5cda44d64957b3,true,
12690,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0020999908447265625,0,0.000599980354309082,0.24160000681877136,0.4205000102519989,2.236600011587143,1,0,,,,45.63790002465248,4,,47.878000020980835,2.971799999475479,48.549899995326996,fixed,,800000,221215,265317,6054360,0,0x2fb54d21a8363f6ef8d4221698dbb7a4c5d75082210611a87501419f95823d3e,true,
12691,putCertificateAndDomainRoot,0x3499AE3576D556116669077755fB85956EFb9f9B,0.005700021982192993,0,0.0006000101566314697,0.164000004529953,0.42579999566078186,2.0457000136375427,1,0,,,,25.826299995183945,3,,27.875900000333786,2.712699979543686,28.478700011968613,fixed,,800000,76354,6015,6054366,0,0x1a67bbd836f3a2d1a0e25348d00f6ae8637b3d9ba2479a5fc6f150119a6e9b57,true,
12692,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0018999874591827393,0,0.0004999935626983643,0.18149998784065247,0.42800000309944153,2.028999984264374,1,0,,,,41.32670000195503,4,,43.359099984169006,2.7186000049114227,43.977299988269806,fixed,,800000,221203,5826,6054368,0,0x63c20a0080209500fafa2e00eb5ea2a0d4715426dcd7c59c57741e35b99e5f69,true,
12693,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.00279998779296875,0,0.0004999935626983643,0.19249999523162842,0.431799978017807,2.7567000091075897,1,0,,,,39.04280000925064,4,,41.803200006484985,3.4536000192165375,42.436599999666214,fixed,,800000,221215,5739,6054372,0,0x6e830ec8a2c8d13c19af5c068bdc7a8e3f1922f34a6508017320b96497300e3d,true,
12694,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.002499997615814209,0,0.0009000003337860107,0.178600013256073,0.43720000982284546,2.035199999809265,1,0,,,,33.195600003004074,3,,35.23440000414848,2.7303999960422516,35.86050000786781,fixed,,800000,221203,265318,6054376,0,0x0f221901826041e04411706f236c34e36492e0579531e82f65d28c748adecaf9,true,
12695,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0022999942302703857,0,0.0004000067710876465,0.1745000183582306,0.41599997878074646,2.247400015592575,1,0,,,,34.3648000061512,3,,36.61589998006821,2.910600006580353,37.21549999713898,fixed,,800000,221203,6016,6054379,0,0x16f206cd0ce160a1b3210aa1a7a4ca240252609a821f574f251b9b628b4957c4,true,
12696,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.002200007438659668,0,0.0004000067710876465,0.1890999972820282,0.4348999857902527,1.7606000006198883,1,0,,,,22.852600008249283,3,,24.61760002374649,2.655699998140335,25.250400006771088,fixed,,800000,221191,5827,6054383,0,0xad241d6d746e71995a9cd1f2c03d9fc6463d398247f5086c29eca6e2287d3cb5,true,
12697,putCertificateAndDomainRoot,0x77eFb5eDd6894891B99504E693fc61945073309d,0.004799991846084595,0,0.001399993896484375,0.33649998903274536,0.5,1.9736999869346619,1,0,,,,41.53380000591278,4,,43.5106999874115,2.896100014448166,44.365199983119965,fixed,,800000,76354,5740,6054390,0,0xd8bbb93060bd93d3041977fcc89ea96cea557f9b227afe4810c6f46646676124,true,
12698,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.002200007438659668,0,0.0013000071048736572,0.3224000036716461,0.4235000014305115,1.705599993467331,1,0,,,,27.972699999809265,3,,29.681100010871887,2.5190999805927277,30.43869999051094,fixed,,800000,221215,265319,6054391,0,0x00d900b9dc305c5ddb557c9086202b005e7f40df9c92adc93499b934138228af,true,
12699,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0031999945640563965,0,0.0011999905109405518,0.1948000192642212,0.438400000333786,2.775999993085861,1,0,,,,41.14129999279976,4,,43.92179998755455,3.511000007390976,44.56769999861717,fixed,,800000,221203,6017,6054395,0,0xb2f53fabdc8bdd8b968256da18d911d5b3cfc8d09e4e6489181f28ab014b3acf,true,
12700,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0029999911785125732,0,0.0013000071048736572,0.20100000500679016,0.4903999865055084,2.0771999955177307,1,0,,,,37.079600006341934,3,,39.160700023174286,2.8447000086307526,39.86649999022484,fixed,,800000,221203,5828,6054398,0,0x36818a4e3093de1e034e052c3bd392f2000ba09c4839499c08fead743017b51c,true,
12701,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.00210002064704895,0,0.0011999905109405518,0.18879997730255127,0.4259999990463257,1.863400012254715,1,0,,,,25.188999980688095,3,,27.056199997663498,2.560499995946884,27.682000011205673,fixed,,800000,221203,5741,6054402,0,0x4767775718bc5c7dc83357abd9a352487026fa6282cca93e205b5d578948f8f8,true,
12702,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0015000104904174805,0,0.0010000169277191162,0.18759998679161072,0.42239999771118164,1.9477999806404114,1,0,,,,89.92559999227524,7,,91.87780001759529,2.650899976491928,92.49869999289513,fixed,,800000,221203,265320,6054407,0,0x392d6762cb97b3178fa819c902ce18c85fd8ae6f04b53ff640199f0e9fbcd2b6,true,
12703,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.002200007438659668,0,0.0013000071048736572,0.17909997701644897,0.41679999232292175,1.7246999740600586,1,0,,,,38.067200005054474,3,,39.795300006866455,2.399399995803833,40.40299999713898,fixed,,800000,221215,6018,6054411,0,0x5c375ddf77608406449068134ed1c99a8491197ce3e49a59b42b37a3a1212e75,true,
12704,putCertificateAndDomainRoot,0x96b43891Ea648082f4a4117baD280725B913a216,0.003999978303909302,0,0.0015000104904174805,0.15279999375343323,0.4034000039100647,2.3812000155448914,1,0,,,,41.958099991083145,4,,44.3430999815464,3.0154000222682953,44.91389998793602,fixed,,800000,76342,5829,6054421,0,0xc35dc29982c4a203a762cf28b8834beebbf618c9157922f242830ada778be505,true,
12705,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0023999810218811035,0,0.0011999905109405518,0.18269997835159302,0.4171999990940094,1.6599000096321106,1,0,,,,29.107999980449677,3,,30.77079999446869,2.321600019931793,31.38129997253418,fixed,,800000,221191,5742,6054423,0,0x274ad5799555547a2af5e0fddedf2fb7cd2a0caaf5c4a11e5ba03ae67466a9fe,true,
12706,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.0028000175952911377,0,0.0013000071048736572,0.18069997429847717,0.41019999980926514,2.0990999937057495,1,0,,,,21.745200008153915,2,,23.848399996757507,2.7728999853134155,24.45200002193451,fixed,,800000,221179,265321,6054425,0,0xed27073f86f7951bb06a09a1279acd59c392e8f5dad6afd02fc00e1d5b3584a6,true,
12707,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.0021999776363372803,0,0.0011999905109405518,0.29430001974105835,0.5853999853134155,2.160600006580353,1,0,,,,35.09020000696182,3,,37.25490000844002,3.119000017642975,38.14659997820854,fixed,,800000,221215,6019,6054429,0,0x27a754c504af1cdb74166215a42c400a7306b2ddb70a48d8a370d66271cf7efb,true,
12708,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.0018000006675720215,0,0.0009000003337860107,0.19020000100135803,0.4352000057697296,1.8014000058174133,1,0,,,,20.236200004816055,2,,22.041500002145767,2.505500018596649,22.67830002307892,fixed,,800000,221203,5830,6054433,0,0x75ae9d1815ea0cae9022bf5777d607331490d1eadb6421892b89fef8ef8cbed3,true,
12709,authenticate,0x77eFb5eDd6894891B99504E693fc61945073309d,0.0020999908447265625,0,0.0007999837398529053,0.18619999289512634,0.42739999294281006,1.9728000164031982,1,0,,,,37.4626000225544,3,,39.43920001387596,2.67289999127388,40.067900002002716,fixed,,800000,221215,5743,6054438,0,0xe80c91feb43f737ce39c107a8942617af225391bf731f8133bf10de0d484476a,true,
12710,authenticate,0xab7F5238cbEfB02062241cf979e4994b656FB944,0.002400010824203491,0,0.0018000006675720215,0.18490001559257507,0.40780001878738403,1.9336999952793121,1,0,,,,68.57719999551773,5,,70.51399999856949,2.5965000092983246,71.11830002069473,fixed,,800000,221191,265322,6054442,0,0x2ac82c3a0c2a466ad7e23d474093cb4626bc31c5cab0bacdc3fd93c230052849,true,
12711,authenticate,0x3499AE3576D556116669077755fB85956EFb9f9B,0.002400010824203491,0,0.001100003719329834,0.1762000024318695,0.4147000014781952,1.6642999947071075,1,0,,,,21.723199993371964,3,,23.391599982976913,2.333099991083145,23.993499994277954,fixed,,800000,221203,6020,6054446,0,0x969bfda18884b0249f56fce5e10523668ae77e7462843f170b9ac2db2c5887c5,true,
12712,authenticate,0x96b43891Ea648082f4a4117baD280725B913a216,0.00210002064704895,0,0.001100003719329834,0.1777999997138977,0.40709999203681946,1.6522000133991241,1,0,,,,33.100900024175644,3,,34.756500005722046,2.3091999888420105,35.351600021123886,fixed,,800000,221215,5831,6054451,0,0x7b9684b271f71b4a7f129fd853ec1645ad1194de90b18fe52b47a1740a476bf0,true,
