pf,ts_ms,m,timeoutMs,PKI,PKI_Exact,PKI_Observed,DPKI_Lower,DPKI_Upper,DPKI_Mean
0.2625,80.0,6.0,80.0,0.6750626444429655,0.680138888888889,0.6774,0.7200113278596357,0.7374403239523407,0.7287258259059882
0.275,80.0,6.0,80.0,0.6707545981687566,0.6686111111111112,0.6731,0.7007830304902524,0.7185763088818243,0.7096796696860384
0.28750000000000003,80.0,6.0,80.0,0.6553276029527079,0.6570833333333332,0.6577,0.6808062345447381,0.6989380280680515,0.6898721313063948
0.30000000000000004,80.0,6.0,80.0,0.6514212106020079,0.6455555555555555,0.6538,0.6601520612862225,0.6785932720471107,0.6693726666666666
0.3125,80.0,6.0,80.0,0.6259838385815513,0.6340277777777779,0.6284,0.6388944128313148,0.6576130115686516,0.6482537121999832
0.325,80.0,6.0,80.0,0.6131677343895043,0.6225,0.6156,0.6171093720642928,0.6360707873545535,0.6265900797094232
0.3375,80.0,6.0,80.0,0.6128673784203045,0.6109722222222222,0.6153,0.5948746283045119,0.6140421235054709,0.6044583759049914
0.35000000000000003,80.0,6.0,80.0,0.5956485902525281,0.5994444444444444,0.5981,0.5722689283136672,0.591603964968645,0.5819364466411561
0.36250000000000004,80.0,6.0,80.0,0.5898429656595807,0.5879166666666666,0.5923,0.5493715523703288,0.5688341393395399,0.5591028458549343
0.375,80.0,6.0,80.0,0.580534685618425,0.576388888888889,0.583,0.5262618152378636,0.5458108431712031,0.5360363292045334
0.3875,80.0,6.0,80.0,0.5602197343388258,0.5648611111111111,0.5627,0.5030185919192798,0.5226121528978185,0.5128153724085491
0.4,80.0,6.0,80.0,0.5487131417410717,0.5533333333333333,0.5512,0.4797198681373523,0.49931556043407627,0.4895177142857143
0.41250000000000003,80.0,6.0,80.0,0.5357073068780935,0.5418055555555555,0.5382,0.4564423155072857,0.4759975334831216,0.46621992449520366
0.42500000000000004,80.0,6.0,80.0,0.537608053020227,0.5302777777777777,0.5401,0.43326089138696705,0.4527331005680179,0.4429969959774925
0.4375,80.0,6.0,80.0,0.5150015317192327,0.51875,0.5175,0.4102484634001606,0.42959546079137273,0.41992196209576665
0.45,80.0,6.0,80.0,0.4993000162000525,0.5072222222222222,0.5018,0.3874754586332902,0.40665561832249236,0.3970655384778913
0.4625,80.0,6.0,80.0,0.4898002964675786,0.49569444444444444,0.4923,0.36500953750846493,0.38398204160939436,0.37449578955892965
0.47500000000000003,80.0,6.0,80.0,0.4840009114161359,0.48416666666666663,0.4865,0.3429152923353885,0.36164034731304845,0.35227781982421846
0.48750000000000004,80.0,6.0,80.0,0.4726031019744491,0.4726388888888889,0.4751,0.3212539705435048,0.3396930089624881,0.33047348975299645
0.5,80.0,6.0,80.0,0.4577079327858182,0.46111111111111114,0.4602,0.30008322259374814,0.31819909033142185,0.309141156462585
0.5125000000000001,80.0,6.0,80.0,0.45151060248252717,0.4495833333333333,0.454,0.27945687456692603,0.29721400353932725,0.28833543905312664
0.525,80.0,6.0,80.0,0.43432005161344034,0.4380555555555556,0.4368,0.25942472542326916,0.2767892918824812,0.2681070086528752
0.5375,80.0,6.0,80.0,0.4326211495103577,0.42652777777777784,0.4351,0.24003236892519925,0.25697243740288006,0.24850240316403965
0.55,80.0,6.0,80.0,0.4144347698383315,0.415,0.4169,0.22132104021295293,0.23780669320541434,0.22956386670918363
0.5625,80.0,6.0,80.0,0.41293604565789055,0.40347222222222223,0.4154,0.20332748702039205,0.21933094053596375,0.2113292137781779
0.5750000000000001,80.0,6.0,80.0,0.38706181548073165,0.39194444444444443,0.3895,0.18608386551616374,0.20157957063524973,0.19383171807570673
0.5875,80.0,6.0,80.0,0.37597505958836097,0.3804166666666667,0.3784,0.16961766075333815,0.18458239138532126,0.1771000260693297
0.6000000000000001,80.0,6.0,80.0,0.36628773804283205,0.3688888888888888,0.3687,0.1539516317087442,0.16836455876744605,0.16115809523809513
0.6125,80.0,6.0,80.0,0.348913117566783,0.3573611111111111,0.3513,0.13910378089145528,0.15294653315196596,0.14602515702171062
0.625,80.0,6.0,80.0,0.34302250741326074,0.3458333333333333,0.3454,0.1250873484982129,0.13834406044231645,0.13171570447026468
0.6375000000000001,80.0,6.0,80.0,0.3371323020146142,0.3343055555555555,0.3395,0.1119108310920554,0.12456817809695335,0.11823950459450437
0.65,80.0,6.0,80.0,0.318565887802611,0.3227777777777778,0.3209,0.09957802477900295,0.11162524605433034,0.10560163541666664
