m,pf,PKI,DPKI_Lower,DPKI_Upper
16,0.5585585585585585,0.3683898125467596,0.9375652500373229,0.9189775489137066
16,0.5595595595595596,0.367519595773987,0.9375444322848869,0.9189567796562393
16,0.5605605605605606,0.3666495374817777,0.9375231449834793,0.9189355421687084
16,0.5615615615615616,0.3657796376701317,0.937501378549587,0.9189138269010187
16,0.5625625625625625,0.3649098963390489,0.9374791232260016,0.9188916241301655
16,0.5635635635635635,0.3640403134885294,0.9374563690791107,0.918868923957541
16,0.5645645645645646,0.36317088911857304,0.9374331059961586,0.9188457163062136
16,0.5655655655655656,0.36230162322918,0.9374093236824697,0.9188219909181693
16,0.5665665665665666,0.36143251582035013,0.9373850116586391,0.9187977373515184
16,0.5675675675675675,0.3605635668920836,0.937360159257689,0.9187729449776727
16,0.5685685685685685,0.3596947764443803,0.9373347556221888,0.9187476029784815
16,0.5695695695695696,0.35882614447724004,0.93730878970134,0.9187217003433389
16,0.5705705705705706,0.3579576709906633,0.9372822502480267,0.918695225866251
16,0.5715715715715716,0.35708935598464975,0.9372551258158297,0.9186681681428719
16,0.5725725725725725,0.35622119945919933,0.9372274047560035,0.9186405155674989
16,0.5735735735735735,0.35535320141431226,0.9371990752144187,0.9186122563300376
16,0.5745745745745746,0.35448536184998825,0.9371701251284683,0.918583378412927
16,0.5755755755755756,0.35361768076622774,0.9371405422239324,0.9185538695880282
16,0.5765765765765766,0.3527501581630303,0.9371103140118127,0.9185237174134787
16,0.5775775775775776,0.35188279404039624,0.9370794277851244,0.9184929092305072
16,0.5785785785785785,0.3510155883983253,0.9370478706156522,0.9184614321602135
16,0.5795795795795796,0.35014854123681755,0.9370156293506702,0.9184292731003084
16,0.5805805805805806,0.3492816525558731,0.9369826906096189,0.9183964187218187
16,0.5815815815815816,0.3484149223554921,0.9369490407807496,0.9183628554657518
16,0.5825825825825826,0.34754835063567413,0.9369146660177257,0.918328569539723
16,0.5835835835835835,0.34668193739641945,0.9368795522361871,0.918293546914546
16,0.5845845845845846,0.34581568263772794,0.9368436851102748,0.918257773320781
16,0.5855855855855856,0.34494958635959977,0.9368070500691179,0.918221234245248
16,0.5865865865865866,0.3440836485620348,0.936769632293277,0.9181839149274986
16,0.5875875875875876,0.3432178692450331,0.9367314167111516,0.9181458003562479
16,0.5885885885885885,0.3423522484085947,0.9366923879953468,0.9181068752657694
16,0.5895895895895896,0.3414867860527194,0.9366525305589968,0.9180671241322471
16,0.5905905905905906,0.34062148217740745,0.9366118285520516,0.9180265311700903
16,0.5915915915915916,0.33975633678265876,0.9365702658575207,0.917985080328206
16,0.5925925925925926,0.3388913498684733,0.9365278260876759,0.9179427552862318
16,0.5935935935935935,0.3380265214348511,0.9364844925802142,0.9178995394507284
16,0.5945945945945946,0.33716185148179206,0.9364402483943769,0.9178554159513309
16,0.5955955955955956,0.33629734000929634,0.9363950763070301,0.9178103676368576
16,0.5965965965965966,0.3354329870173638,0.936348958808701,0.9177643770713814
16,0.5975975975975976,0.3345687925059946,0.9363018780995729,0.9177174265302548
16,0.5985985985985985,0.3337047564751886,0.9362538160854381,0.9176694979960974
16,0.5995995995995996,0.3328408789249457,0.9362047543736074,0.9176205731547397
16,0.6006006006006006,0.3319771598552662,0.9361546742687795,0.9175706333911238
16,0.6016016016016016,0.33111359926614986,0.9361035567688647,0.9175196597851645
16,0.6026026026026026,0.3302501971575969,0.9360513825607664,0.9174676331075663
16,0.6036036036036035,0.32938695352960706,0.9359981320161206,0.9174145338155988
16,0.6046046046046046,0.3285238683821805,0.9359437851869904,0.9173603420488282
16,0.6056056056056056,0.3276609417153172,0.9358883218015196,0.9173050376248069
16,0.6066066066066066,0.3267981735290172,0.9358317212595391,0.9172486000347206
16,0.6076076076076076,0.3259355638232803,0.9357739626281307,0.9171910084389915
16,0.6086086086086087,0.3250731125981066,0.9357150246371511,0.9171322416628372
16,0.6096096096096096,0.32421081985349637,0.9356548856747032,0.9170722781917894
